id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,method,umpire1,umpire2,is_playoff,is_eliminator,is_qualifier,is_final,home_of
392237,Centurion,2009-05-22,Adam Gilchrist,SuperSport Park,1,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6.0,,Billy Doctrove,Daryl Harper,1,0,1,0,
392238,Johannesburg,2009-05-23,Manish Pandey,The Wanderers Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,6.0,,Rudi Koertzen,Simon Taufel,1,0,1,0,
392239,Johannesburg,2009-05-24,Anil Kumble,The Wanderers Stadium,1,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Deccan Chargers,runs,6.0,,Rudi Koertzen,Simon Taufel,1,0,0,1,
419106,Mumbai,2010-03-12,Angelo Mathews,Dr DY Patil Sports Academy,0,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Kolkata Knight Riders,runs,11.0,,Rudi Koertzen,Russell Tiffin,0,0,0,0,Deccan Chargers
419107,Mumbai,2010-03-13,Yusuf Pathan,Brabourne Stadium,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,runs,4.0,,Rudi Koertzen,Russell Tiffin,0,0,0,0,Mumbai Indians
419108,Chandigarh,2010-03-13,Gautam Gambhir,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,5.0,,Billy Doctrove,Sundaram Ravi,0,0,0,0,Kings XI Punjab
419109,Kolkata,2010-03-14,Manoj Tiwary,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,,Kumar Dharmasena,Amiesh Saheba,0,0,0,0,Kolkata Knight Riders
419110,Chennai,2010-03-14,Chaminda Vaas,MA Chidambaram Stadium,0,Chennai Super Kings,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,31.0,,Krishna Hariharan,Daryl Harper,0,0,0,0,Chennai Super Kings
419111,Ahmedabad,2010-03-15,Virender Sehwag,Narendra Modi Stadium,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,,Brian Jerling,Rudi Koertzen,0,0,0,0,Rajasthan Royals
419112,Bangalore,2010-03-16,Jacques Kallis,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,Royal Challengers Bangalore,wickets,8.0,,Subrat Das,Daryl Harper,0,0,0,0,Royal Challengers Bangalore
419113,Kolkata,2010-03-16,Mahendra Singh Dhoni,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,55.0,,Kumar Dharmasena,Amiesh Saheba,0,0,0,0,Kolkata Knight Riders
419114,Delhi,2010-03-17,Sachin Tendulkar,Arun Jaitley Stadium,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,runs,98.0,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Delhi Capitals
419115,Bangalore,2010-03-18,Jacques Kallis,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,10.0,,Krishna Hariharan,Daryl Harper,0,0,0,0,Royal Challengers Bangalore
419116,Delhi,2010-03-19,Matthew Hayden,Arun Jaitley Stadium,0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,wickets,5.0,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Delhi Capitals
419117,Cuttack,2010-03-19,Andrew Symonds,Barabati Stadium,0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Deccan Chargers,runs,6.0,,Billy Bowden,Marais Erasmus,0,0,0,0,Deccan Chargers
419118,Ahmedabad,2010-03-20,Abhishek Jhunjhunwala,Narendra Modi Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,34.0,,Rudi Koertzen,Russell Tiffin,0,0,0,0,Rajasthan Royals
419119,Mumbai,2010-03-20,Jacques Kallis,Brabourne Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,7.0,,Kumar Dharmasena,Sanjay Hazare,0,0,0,0,Mumbai Indians
419120,Cuttack,2010-03-21,Andrew Symonds,Barabati Stadium,0,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,Deccan Chargers,runs,10.0,,Billy Bowden,Marais Erasmus,0,0,0,0,Deccan Chargers
419121,Chennai,2010-03-21,Juan Theron,MA Chidambaram Stadium,0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Kings XI Punjab,tie,,,Krishna Hariharan,Daryl Harper,0,0,0,0,Chennai Super Kings
419122,Mumbai,2010-03-22,Sachin Tendulkar,Brabourne Stadium,0,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Mumbai Indians,wickets,7.0,,Sanjay Hazare,Simon Taufel,0,0,0,0,Mumbai Indians
419123,Bangalore,2010-03-23,Robin Uthappa,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,runs,36.0,,Rudi Koertzen,Russell Tiffin,0,0,0,0,Royal Challengers Bangalore
419124,Chandigarh,2010-03-24,Adam Voges,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,runs,31.0,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Kings XI Punjab
419125,Mumbai,2010-03-25,Sachin Tendulkar,Brabourne Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,5.0,,Billy Bowden,Amiesh Saheba,0,0,0,0,Mumbai Indians
419126,Ahmedabad,2010-03-26,Yusuf Pathan,Narendra Modi Stadium,0,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Rajasthan Royals,wickets,8.0,,Kumar Dharmasena,Simon Taufel,0,0,0,0,Rajasthan Royals
419127,Chandigarh,2010-03-27,Manoj Tiwary,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,39.0,,Billy Doctrove,Sundaram Ravi,0,0,0,0,Kings XI Punjab
419128,Bangalore,2010-03-25,Kedar Jadhav,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Delhi Capitals,runs,17.0,,Brian Jerling,Rudi Koertzen,0,0,0,0,Royal Challengers Bangalore
419129,Ahmedabad,2010-03-28,Naman Ojha,Narendra Modi Stadium,0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,runs,17.0,,Sanjay Hazare,Simon Taufel,0,0,0,0,Rajasthan Royals
419130,Mumbai,2010-03-28,Harbhajan Singh,Dr DY Patil Sports Academy,0,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Mumbai Indians,runs,41.0,,Subrat Das,Krishna Hariharan,0,0,0,0,Deccan Chargers
419131,Delhi,2010-03-29,David Warner,Arun Jaitley Stadium,0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Delhi Capitals,runs,40.0,,Sanjay Hazare,Simon Taufel,0,0,0,0,Delhi Capitals
419132,Mumbai,2010-03-30,Lasith Malinga,Brabourne Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Mumbai Indians,wickets,4.0,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Mumbai Indians
419133,Chennai,2010-03-31,Murali Vijay,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Chennai Super Kings,wickets,5.0,,Brian Jerling,Rudi Koertzen,0,0,0,0,Chennai Super Kings
419134,Delhi,2010-03-31,Dinesh Karthik,Arun Jaitley Stadium,0,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,67.0,,Kumar Dharmasena,Simon Taufel,0,0,0,0,Delhi Capitals
419135,Kolkata,2010-04-01,Sourav Ganguly,Eden Gardens,0,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,24.0,,Krishna Hariharan,Daryl Harper,0,0,0,0,Kolkata Knight Riders
419136,Chandigarh,2010-04-02,Kevin Pietersen,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,Royal Challengers Bangalore,wickets,6.0,,Billy Bowden,Marais Erasmus,0,0,0,0,Kings XI Punjab
419137,Chennai,2010-04-03,Murali Vijay,MA Chidambaram Stadium,0,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,runs,23.0,,Rudi Koertzen,Russell Tiffin,0,0,0,0,Chennai Super Kings
419138,Mumbai,2010-04-03,Ambati Rayudu,Brabourne Stadium,0,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,Mumbai Indians,runs,63.0,,Billy Doctrove,Sundaram Ravi,0,0,0,0,Mumbai Indians
419139,Kolkata,2010-04-04,Mahela Jayawardene,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,Kings XI Punjab,wickets,8.0,,Sudhir Asnani,Daryl Harper,0,0,0,0,Kolkata Knight Riders
419140,Delhi,2010-04-04,Paul Collingwood,Arun Jaitley Stadium,0,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,Delhi Capitals,runs,37.0,,Billy Bowden,Marais Erasmus,0,0,0,0,Delhi Capitals
419141,Nagpur,2010-04-05,Shane Warne,Vidarbha Cricket Association Stadium,0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,2.0,,Kumar Dharmasena,Simon Taufel,0,0,0,0,Deccan Chargers
419142,Chennai,2010-04-06,Suresh Raina,MA Chidambaram Stadium,0,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,24.0,,Sudhir Asnani,Daryl Harper,0,0,0,0,Chennai Super Kings
419143,Jaipur,2010-04-07,Michael Lumb,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,Rajasthan Royals,wickets,9.0,,Sundaram Ravi,Shavir Tarapore,0,0,0,0,Rajasthan Royals
419144,Kolkata,2010-04-07,Sourav Ganguly,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,14.0,,Brian Jerling,Rudi Koertzen,0,0,0,0,Kolkata Knight Riders
419145,Bangalore,2010-04-08,Tirumalasetti Suman,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,7.0,,Sudhir Asnani,Daryl Harper,0,0,0,0,Royal Challengers Bangalore
419146,Chandigarh,2010-04-09,Kumar Sangakkara,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,Kings XI Punjab,wickets,6.0,,Marais Erasmus,Amiesh Saheba,0,0,0,0,Kings XI Punjab
419147,Nagpur,2010-04-10,Ryan Harris,Vidarbha Cricket Association Stadium,0,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,bat,Deccan Chargers,wickets,6.0,,Kumar Dharmasena,Simon Taufel,0,0,0,0,Deccan Chargers
419148,Bangalore,2010-04-10,Vinay Kumar,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7.0,,Krishna Hariharan,Daryl Harper,0,0,0,0,Royal Challengers Bangalore
419149,Delhi,2010-04-11,Piyush Chawla,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,Kings XI Punjab,wickets,7.0,,Billy Bowden,Amiesh Saheba,0,0,0,0,Delhi Capitals
419150,Jaipur,2010-04-11,Sachin Tendulkar,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Mumbai Indians,runs,37.0,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Rajasthan Royals
419151,Nagpur,2010-04-12,Harmeet Singh,Vidarbha Cricket Association Stadium,0,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,runs,13.0,,Rudi Koertzen,Russell Tiffin,0,0,0,0,Deccan Chargers
419152,Mumbai,2010-04-13,Kieron Pollard,Brabourne Stadium,0,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,runs,39.0,,Sudhir Asnani,Daryl Harper,0,0,0,0,Mumbai Indians
419153,Chennai,2010-04-13,Ravichandran Ashwin,MA Chidambaram Stadium,0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,9.0,,Sanjay Hazare,Simon Taufel,0,0,0,0,Chennai Super Kings
419154,Jaipur,2010-04-14,Kevin Pietersen,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,wickets,5.0,,Billy Doctrove,Sundaram Ravi,0,0,0,0,Rajasthan Royals
419155,Chennai,2010-04-15,Gautam Gambhir,MA Chidambaram Stadium,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,wickets,6.0,,Kumar Dharmasena,Sanjay Hazare,0,0,0,0,Chennai Super Kings
419156,Dharamsala,2010-04-16,Rohit Sharma,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,5.0,,Marais Erasmus,Amiesh Saheba,0,0,0,0,Kings XI Punjab
419157,Bangalore,2010-04-17,Ryan McLaren,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,runs,57.0,,Kumar Dharmasena,Simon Taufel,0,0,0,0,Royal Challengers Bangalore
419158,Kolkata,2010-04-17,Jaydev Unadkat,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,8.0,,Brian Jerling,Russell Tiffin,0,0,0,0,Kolkata Knight Riders
419159,Dharamsala,2010-04-18,Mahendra Singh Dhoni,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,,Billy Bowden,Amiesh Saheba,0,0,0,0,Kings XI Punjab
419160,Delhi,2010-04-18,Andrew Symonds,Arun Jaitley Stadium,0,Delhi Capitals,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,11.0,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Delhi Capitals
419161,Kolkata,2010-04-19,Murali Kartik,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Kolkata Knight Riders,wickets,9.0,,Brian Jerling,Rudi Koertzen,0,0,0,0,Kolkata Knight Riders
419162,Mumbai,2010-04-21,Kieron Pollard,Dr DY Patil Sports Academy,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,35.0,,Billy Doctrove,Russell Tiffin,1,0,1,0,
419163,Mumbai,2010-04-22,Doug Bollinger,Dr DY Patil Sports Academy,0,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,38.0,,Billy Doctrove,Russell Tiffin,1,0,1,0,Deccan Chargers
419164,Mumbai,2010-04-24,Anil Kumble,Dr DY Patil Sports Academy,0,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Royal Challengers Bangalore,wickets,9.0,,Rudi Koertzen,Simon Taufel,0,0,0,0,Royal Challengers Bangalore
419165,Mumbai,2010-04-25,Suresh Raina,Dr DY Patil Sports Academy,1,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,22.0,,Rudi Koertzen,Simon Taufel,1,0,0,1,
501198,Chennai,2011-04-08,Anirudha Srikkanth,MA Chidambaram Stadium,0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,runs,2.0,,Billy Doctrove,Paul Reiffel,0,0,0,0,Chennai Super Kings
501199,Hyderabad,2011-04-09,Siddharth Trivedi,Rajiv Gandhi International Stadium,0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,,Rudi Koertzen,Shavir Tarapore,0,0,0,0,Deccan Chargers
501200,Kochi,2011-04-09,AB de Villiers,Jawaharlal Nehru Stadium,0,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,wickets,6.0,,Kumar Dharmasena,Krishna Hariharan,0,0,0,0,Kochi Tuskers Kerala
501201,Delhi,2011-04-10,Lasith Malinga,Arun Jaitley Stadium,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,wickets,8.0,,Amiesh Saheba,Russell Tiffin,0,0,0,0,Delhi Capitals
501202,Mumbai,2011-04-10,Shrikant Wagh,Dr DY Patil Sports Academy,0,Pune Warriors India,Kings XI Punjab,Kings XI Punjab,bat,Pune Warriors India,wickets,7.0,,Billy Doctrove,Paul Reiffel,0,0,0,0,Pune Warriors India
501203,Kolkata,2011-04-11,Jacques Kallis,Eden Gardens,0,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,9.0,,Rudi Koertzen,Shavir Tarapore,0,0,0,0,Kolkata Knight Riders
501204,Jaipur,2011-04-12,Shane Warne,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,Rajasthan Royals,wickets,6.0,,Aleem Dar,Russell Tiffin,0,0,0,0,Rajasthan Royals
501205,Bangalore,2011-04-12,Sachin Tendulkar,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,,Kumar Dharmasena,Tony Hill,0,0,0,0,Royal Challengers Bangalore
501206,Chandigarh,2011-04-13,Paul Valthaty,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,,Asad Rauf,Suresh Shastri,0,0,0,0,Kings XI Punjab
501207,Mumbai,2011-04-13,Mohnish Mishra,Dr DY Patil Sports Academy,0,Pune Warriors India,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,Pune Warriors India,wickets,4.0,,Sudhir Asnani,Paul Reiffel,0,0,0,0,Pune Warriors India
501208,Hyderabad,2011-04-14,Dale Steyn,Rajiv Gandhi International Stadium,0,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,runs,33.0,,Rudi Koertzen,Sundaram Ravi,0,0,0,0,Deccan Chargers
501209,Jaipur,2011-04-15,Gautam Gambhir,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9.0,,Aleem Dar,Sanjay Hazare,0,0,0,0,Rajasthan Royals
501210,Mumbai,2011-04-15,Brendon McCullum,Wankhede Stadium,0,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,8.0,,Billy Doctrove,Paul Reiffel,0,0,0,0,Mumbai Indians
501211,Chennai,2011-04-16,Michael Hussey,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,runs,21.0,,Kumar Dharmasena,Tony Hill,0,0,0,0,Chennai Super Kings
501212,Hyderabad,2011-04-16,Paul Valthaty,Rajiv Gandhi International Stadium,0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,8.0,,Rudi Koertzen,Sundaram Ravi,0,0,0,0,Deccan Chargers
501213,Mumbai,2011-04-17,Yuvraj Singh,Dr DY Patil Sports Academy,0,Pune Warriors India,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,3.0,,Asad Rauf,Amiesh Saheba,0,0,0,0,Pune Warriors India
501214,Kolkata,2011-04-17,Lakshmipathy Balaji,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,,Aleem Dar,Russell Tiffin,0,0,0,0,Kolkata Knight Riders
501215,Kochi,2011-04-18,Brendon McCullum,Jawaharlal Nehru Stadium,0,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,7.0,D/L,Krishna Hariharan,Tony Hill,0,0,0,0,Kochi Tuskers Kerala
501216,Delhi,2011-04-19,Sunny Sohal,Arun Jaitley Stadium,0,Delhi Capitals,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,16.0,,Paul Reiffel,Rod Tucker,0,0,0,0,Delhi Capitals
501218,Mumbai,2011-04-20,Munaf Patel,Wankhede Stadium,0,Mumbai Indians,Pune Warriors India,Pune Warriors India,bat,Mumbai Indians,wickets,7.0,,Asad Rauf,Amiesh Saheba,0,0,0,0,Mumbai Indians
501219,Kolkata,2011-04-20,Mahela Jayawardene,Eden Gardens,0,Kolkata Knight Riders,Kochi Tuskers Kerala,Kolkata Knight Riders,field,Kochi Tuskers Kerala,runs,6.0,,Aleem Dar,Russell Tiffin,0,0,0,0,Kolkata Knight Riders
501220,Chandigarh,2011-04-21,Shaun Marsh,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,runs,48.0,,Sudhir Asnani,Paul Reiffel,0,0,0,0,Kings XI Punjab
501221,Mumbai,2011-04-22,Harbhajan Singh,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,runs,8.0,,Asad Rauf,Amiesh Saheba,0,0,0,0,Mumbai Indians
501222,Kolkata,2011-04-22,Chris Gayle,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9.0,,Sanjay Hazare,Russell Tiffin,0,0,0,0,Kolkata Knight Riders
501223,Delhi,2011-04-23,David Warner,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,Delhi Capitals,runs,29.0,,Sudhir Asnani,Rudi Koertzen,0,0,0,0,Delhi Capitals
501224,Hyderabad,2011-04-24,Lasith Malinga,Rajiv Gandhi International Stadium,0,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Mumbai Indians,runs,37.0,,Kumar Dharmasena,Tony Hill,0,0,0,0,Deccan Chargers
501225,Jaipur,2011-04-24,Shane Warne,Sawai Mansingh Stadium,0,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Rajasthan Royals
501226,Chennai,2011-04-25,Michael Hussey,MA Chidambaram Stadium,0,Chennai Super Kings,Pune Warriors India,Pune Warriors India,field,Chennai Super Kings,runs,25.0,,Aleem Dar,Russell Tiffin,0,0,0,0,Chennai Super Kings
501227,Delhi,2011-04-26,Virat Kohli,Arun Jaitley Stadium,0,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,3.0,,Sudhir Asnani,Rod Tucker,0,0,0,0,Delhi Capitals
501228,Mumbai,2011-04-27,Doug Bollinger,Dr DY Patil Sports Academy,0,Pune Warriors India,Chennai Super Kings,Pune Warriors India,bat,Chennai Super Kings,wickets,8.0,,Asad Rauf,Suresh Shastri,0,0,0,0,Pune Warriors India
501229,Kochi,2011-04-27,Ishant Sharma,Jawaharlal Nehru Stadium,0,Kochi Tuskers Kerala,Deccan Chargers,Kochi Tuskers Kerala,field,Deccan Chargers,runs,55.0,,Kumar Dharmasena,Tony Hill,0,0,0,0,Kochi Tuskers Kerala
501230,Delhi,2011-04-28,Manoj Tiwary,Arun Jaitley Stadium,0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Kolkata Knight Riders,runs,17.0,,Paul Reiffel,Rod Tucker,0,0,0,0,Delhi Capitals
501231,Jaipur,2011-04-29,Johan Botha,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,,Asad Rauf,Shavir Tarapore,0,0,0,0,Rajasthan Royals
501232,Bangalore,2011-04-29,Virat Kohli,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,field,Royal Challengers Bangalore,runs,26.0,,Aleem Dar,Sanjay Hazare,0,0,0,0,Royal Challengers Bangalore
501233,Kochi,2011-04-30,Virender Sehwag,Jawaharlal Nehru Stadium,0,Kochi Tuskers Kerala,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,runs,38.0,,Kumar Dharmasena,Tony Hill,0,0,0,0,Kochi Tuskers Kerala
501234,Kolkata,2011-04-30,Iqbal Abdulla,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,,Amiesh Saheba,Suresh Shastri,0,0,0,0,Kolkata Knight Riders
501235,Jaipur,2011-05-01,Ross Taylor,Sawai Mansingh Stadium,0,Rajasthan Royals,Pune Warriors India,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,,Shavir Tarapore,Simon Taufel,0,0,0,0,Rajasthan Royals
501236,Chennai,2011-05-01,Albie Morkel,MA Chidambaram Stadium,0,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,19.0,,Aleem Dar,Russell Tiffin,0,0,0,0,Chennai Super Kings
501237,Mumbai,2011-05-02,Kieron Pollard,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians,runs,23.0,,Kumar Dharmasena,Paul Reiffel,0,0,0,0,Mumbai Indians
501238,Delhi,2011-05-02,Prashanth Parameswaran,Arun Jaitley Stadium,0,Delhi Capitals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,7.0,,Asad Rauf,Suresh Shastri,0,0,0,0,Delhi Capitals
501239,Hyderabad,2011-05-03,Yusuf Pathan,Rajiv Gandhi International Stadium,0,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Kolkata Knight Riders,runs,20.0,,Sudhir Asnani,Rod Tucker,0,0,0,0,Deccan Chargers
501240,Chennai,2011-05-04,Michael Hussey,MA Chidambaram Stadium,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,8.0,,Sanjay Hazare,Russell Tiffin,0,0,0,0,Chennai Super Kings
501241,Mumbai,2011-05-04,Rahul Sharma,Dr DY Patil Sports Academy,0,Pune Warriors India,Mumbai Indians,Pune Warriors India,field,Mumbai Indians,runs,21.0,,Kumar Dharmasena,Simon Taufel,0,0,0,0,Pune Warriors India
501242,Kochi,2011-05-05,Brad Hodge,Jawaharlal Nehru Stadium,0,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,Kochi Tuskers Kerala,runs,17.0,,Sundaram Ravi,Rod Tucker,0,0,0,0,Kochi Tuskers Kerala
